Name,ccode,pppReal,expReal,gdpUSDT,expShareT
Food products nec,MYSG,0.8316329197398635,2515933060.0361543,148201628667.646,0.016976419777938713
Food products nec,NZL,1.470140643846617,3233055280.7344,54312692779.97695,0.05952669836923103
Food products nec,PER,0.812594502847068,1278015322.6099272,70766324607.54346,0.018059653792924197
Food products nec,PHL,0.5329423155800211,2426095624.096165,116862082387.78627,0.02076033196161603
Food products nec,RoW,0.8949880243823566,69088324203.82196,3953264466259.4966,0.017476271773234544
Food products nec,RUS,0.8158412536313564,6306605396.205633,793246609212.229,0.007950371704038804
Food products nec,THA,0.520015790001015,1749889180.1882682,188991157433.48123,0.00925910610820071
Food products nec,TUR,0.9396460381986119,1936882526.2056665,426950403300.6212,0.004536551578900566
Food products nec,USA,1,110549014491.071,4714580039654.105,0.023448327011366562
Food products nec,VNM,0.4743763984165068,1115881747.6637208,59056391694.1914,0.01889519009969374
Food products nec,ZAF,1.0498614539831652,7310730146.407395,165367298474.65317,0.04420904383056094
Fresh milk,AUS,1.4288146415179024,2767237209.519373,410366207611.79,0.006743335972091551
Fresh milk,BRA,0.9308602618499572,4270007377.798612,987101604734.631,0.004325803298583985
Fresh milk,CAN,1.746141776381033,3929655243.5940657,504068428113.4744,0.007795876560452687
Fresh milk,CHL,0.9950415323078268,618845769.2849246,97256116028.83278,0.006363052469640677
Fresh milk,CHN,1.1009058627416946,14905927945.38577,2548185298532.511,0.005849624811025332
Fresh milk,COL,0.9386228711441279,581666153.3771281,124398941565.95387,0.004675812720389909
Fresh milk,EU,1.115993012678505,38817198087.136795,5859159613535.026,0.006625045338834366
Fresh milk,IDN,1.2437740868486813,96260922.11331256,347358927915.7229,2.7712234918190337e-4
Fresh milk,IND,0.5451817592788762,47416951540.779076,863763756060.2175,0.0548957411191416
Fresh milk,ISR,1.4316882563148965,496833874.20552635,80940492070.38477,0.006138261103892058
Fresh milk,JPN,2.2693464100185445,9261292869.046576,2021638224400.7524,0.00458108318158249
Fresh milk,KOR,1.7976671425048498,2121975572.1424716,346737064565.3099,0.006119840619873465
Fresh milk,MEX,0.8226119153240525,2859707.163153108,476386003517.584,6.002920199244588e-6
Fresh milk,MYSG,1.3817831017484605,505608627.2666166,148201628667.646,0.0034116266589787913
Fresh milk,NZL,1.5707593489890197,473130041.08308256,54312692779.97695,0.008711224151594778
Fresh milk,PER,0.8582948164316403,202267528.4121855,70766324607.54346,0.0028582454936570837
Fresh milk,PHL,1.5033394741081172,123866583.0909822,116862082387.78627,0.0010599381814877535
Fresh milk,RoW,1.1019995138641006,58431391477.80003,3953264466259.4966,0.014780541999277549
Fresh milk,RUS,0.9329702776256362,14090318365.112904,793246609212.229,0.01776284726776955
Fresh milk,THA,1.2784337657190967,1202501591.4573066,188991157433.48123,0.006362739970416596
Fresh milk,TUR,1.0387710100491878,10749678612.868374,426950403300.6212,0.025177815806627517
Fresh milk,USA,1,19828920515.2284,4714580039654.105,0.004205872070990058
Fresh milk,VNM,1.0774761175010177,162874938.96708834,59056391694.1914,0.0027579561550339048
Fresh milk,ZAF,0.9812669868395724,1568164177.7963884,165367298474.65317,0.00948291586221172
Fresh or chilled fruit,AUS,1.8671482272667548,6631068613.737781,410366207611.79,0.016158905121181004
Fresh or chilled fruit,BRA,0.780257611514997,9709290190.4249,987101604734.631,0.009836160881366527
Fresh or chilled fruit,CAN,1.3080526452824215,4713357373.491917,504068428113.4744,0.009350630014921028
Fresh or chilled fruit,CHL,0.45079907844918415,1052692458.1277486,97256116028.83278,0.010823920398133778
Fresh or chilled fruit,CHN,0.9487799042404272,44212196965.80835,2548185298532.511,0.01735046387374967
Fresh or chilled fruit,COL,0.5714750554605569,3245426593.4474554,124398941565.95387,0.026088860183161557
Fresh or chilled fruit,EU,1.1223640422278194,79581594949.36874,5859159613535.026,0.0135824248183187
Fresh or chilled fruit,IDN,0.7008752129429654,11081459524.994968,347358927915.7229,0.03190204320207823
Fresh or chilled fruit,IND,0.4018002222636447,17031324000.676306,863763756060.2175,0.01971757194161428
Fresh or chilled fruit,ISR,0.8400645099636934,2602747612.7570324,80940492070.38477,0.032156310718913325
Fresh or chilled fruit,JPN,2.4651344385281115,15223814953.5755,2021638224400.7524,0.007530434857150613
Fresh or chilled fruit,KOR,1.2964936420604174,5963078212.505933,346737064565.3099,0.01719769480076092
Fresh or chilled fruit,MEX,0.6047284078157874,10941036541.170383,476386003517.584,0.022966746420723792
Fresh or chilled fruit,MYSG,0.7735469952213113,1841718972.1511223,148201628667.646,0.012427116953493975
Fresh or chilled fruit,NZL,1.1831037458820004,716266312.1952223,54312692779.97695,0.013187825451719874
Fresh or chilled fruit,PER,0.4082091633963582,1564466794.9602413,70766324607.54346,0.022107503867644332
Fresh or chilled fruit,PHL,0.6947129368666022,2837022494.2163243,116862082387.78627,0.02427667243513738
Fresh or chilled fruit,RoW,0.7403669152917081,92979771170.2836,3953264466259.4966,0.023519744748637897
Fresh or chilled fruit,RUS,0.7902997665432233,20762430118.313686,793246609212.229,0.02617399164042163
Fresh or chilled fruit,THA,0.6030276363559758,3959853813.543981,188991157433.48123,0.02095258776822784
Fresh or chilled fruit,TUR,0.7693515077288927,12261423094.738356,426950403300.6212,0.02871861227896518
Fresh or chilled fruit,USA,1,28074470574.9493,4714580039654.105,0.00595481895286882
Fresh or chilled fruit,VNM,0.4670093936329097,1029712949.6189227,59056391694.1914,0.017436096586310776
Fresh or chilled fruit,ZAF,0.6280939379348215,1483249167.8484259,165367298474.65317,0.008969422500880803
Fresh or chilled potatoes,AUS,1.456359949341563,935645927.3752984,410366207611.79,0.0022800267420177724
Fresh or chilled potatoes,BRA,1.0599602492982576,1696525400.8389277,987101604734.631,0.0017186937927175347
Fresh or chilled potatoes,CAN,1.3557808878477278,890422040.087028,504068428113.4744,0.001766470563172385
Fresh or chilled potatoes,CHL,0.9977493396567046,447030146.617901,97256116028.83278,0.004596421951349295
Fresh or chilled potatoes,CHN,0.6174290197512498,5148521495.186622,2548185298532.511,0.0020204658971039635
Fresh or chilled potatoes,COL,0.8027432945502003,1154674950.0528293,124398941565.95387,0.009282031949127504
Fresh or chilled potatoes,EU,0.9366588491150475,22512870244.393044,5859159613535.026,0.003842337763317951
Fresh or chilled potatoes,IDN,0.3556014220369477,2121917959.2038407,347358927915.7229,0.006108718644245314
Fresh or chilled potatoes,IND,0.38675659822041103,11295077227.427387,863763756060.2175,0.013076581586319707
Fresh or chilled potatoes,ISR,1.047233665315908,212306428.21809158,80940492070.38477,0.0026229940390462758
Fresh or chilled potatoes,JPN,4.2245954402764925,1942624080.594434,2021638224400.7524,9.609157846084259e-4
Fresh or chilled potatoes,KOR,1.7750140164393433,331855253.7750553,346737064565.3099,9.570804153605231e-4
Fresh or chilled potatoes,MEX,0.9788050699444674,1172782513.5028536,476386003517.584,0.0024618324317741314
Fresh or chilled potatoes,MYSG,1.2130282621964041,135889580.0269576,148201628667.646,9.169236616940348e-4
Fresh or chilled potatoes,NZL,0.7579486296427381,115818291.30679622,54312692779.97695,0.0021324350787758047
Fresh or chilled potatoes,PER,0.5390576509316293,885909734.577539,70766324607.54346,0.01251880381651337
Fresh or chilled potatoes,PHL,0.7084196463119848,576186121.216655,116862082387.78627,0.004930479668372524
Fresh or chilled potatoes,RoW,0.8440861655315719,51849987094.91691,3953264466259.4966,0.013115739545747207
Fresh or chilled potatoes,RUS,0.5923082430700664,7277819373.639318,793246609212.229,0.00917472484485865
Fresh or chilled potatoes,THA,0.9085652496407353,15585183.700430254,188991157433.48123,8.246514764012562e-5
Fresh or chilled potatoes,TUR,0.7224402720542612,1707548943.5843058,426950403300.6212,0.003999408199134546
Fresh or chilled potatoes,USA,1,4460192280.97067,4714580039654.105,9.460423289998701e-4
Fresh or chilled potatoes,VNM,0.557371358854891,36008341.26264684,59056391694.1914,6.097280959715069e-4
Fresh or chilled potatoes,ZAF,0.824432100597329,741624583.9242142,165367298474.65317,0.0044847112504404095
Fresh or chilled vegetables other than potatoes,AUS,1.6762520817840285,5706152570.850728,410366207611.79,0.013905025474828567
Fresh or chilled vegetables other than potatoes,BRA,0.7636764093982042,19511835476.879,987101604734.631,0.019766795417301034
Fresh or chilled vegetables other than potatoes,CAN,1.3596094363919067,3530444757.25759,504068428113.4744,0.007003899788904903
Fresh or chilled vegetables other than potatoes,CHL,0.8533736500045153,2023826229.826937,97256116028.83278,0.02080924380351513
Fresh or chilled vegetables other than potatoes,CHN,0.43918837619389556,69524090684.04286,2548185298532.511,0.027283765715186207
Fresh or chilled vegetables other than potatoes,COL,0.6258323783396068,4363848862.313059,124398941565.95387,0.035079469385994995
Fresh or chilled vegetables other than potatoes,EU,0.9669754097702302,76051546106.24731,5859159613535.026,0.012979941002215313
Fresh or chilled vegetables other than potatoes,IDN,0.45623578468563486,21103471968.317802,347358927915.7229,0.06075407963441774
Fresh or chilled vegetables other than potatoes,IND,0.25642962131784824,53180116208.81582,863763756060.2175,0.06156789496630413
Fresh or chilled vegetables other than potatoes,ISR,0.7255704481116058,1442889917.3590674,80940492070.38477,0.01782655232815177
Fresh or chilled vegetables other than potatoes,JPN,2.629725062695127,31073640156.878468,2021638224400.7524,0.01537052464769715
Fresh or chilled vegetables other than potatoes,KOR,1.4841792850268973,8248669327.76499,346737064565.3099,0.023789407509998996
Fresh or chilled vegetables other than potatoes,MEX,0.46017383254328004,6927152587.322025,476386003517.584,0.014541049770926648
Fresh or chilled vegetables other than potatoes,MYSG,0.8118761092797805,3128486984.8723598,148201628667.646,0.021109666695284718
Fresh or chilled vegetables other than potatoes,NZL,1.5797135647031562,755693815.6188127,54312692779.97695,0.013913760797686109
Fresh or chilled vegetables other than potatoes,PER,0.508222643920504,2337942703.6055336,70766324607.54346,0.03303750359470155
Fresh or chilled vegetables other than potatoes,PHL,0.5916818382231411,3229920573.2487655,116862082387.78627,0.027638738821466845
Fresh or chilled vegetables other than potatoes,RoW,0.6689398670299415,127834155582.89758,3953264466259.4966,0.03233635307577887
Fresh or chilled vegetables other than potatoes,RUS,0.6946209885409202,17901852839.577816,793246609212.229,0.02256782774950163
Fresh or chilled vegetables other than potatoes,THA,0.45901500002966095,11126541344.369055,188991157433.48123,0.05887334357579792
Fresh or chilled vegetables other than potatoes,TUR,0.5225136243519337,12522568531.900986,426950403300.6212,0.029330265143428583
Fresh or chilled vegetables other than potatoes,USA,1,41355110740.8627,4714580039654.105,0.008771748574215912
Fresh or chilled vegetables other than potatoes,VNM,0.33573811826239525,1514862542.8867002,59056391694.1914,0.025651119200289667
Fresh or chilled vegetables other than potatoes,ZAF,0.7000253309799749,3093870850.6187954,165367298474.65317,0.01870908504375798
"Fresh, chilled or frozen fish and seafood",AUS,1.214264601232672,3664255552.736979,410366207611.79,0.008929233169714102
"Fresh, chilled or frozen fish and seafood",BRA,0.6285316218591486,4055401099.1160274,987101604734.631,0.0041083927730076655
"Fresh, chilled or frozen fish and seafood",CAN,0.9942408668103162,800382673.8302488,504068428113.4744,0.0015878452789153243
"Fresh, chilled or frozen fish and seafood",CHL,0.6364041099187934,338866136.23731977,97256116028.83278,0.0034842655667727744
"Fresh, chilled or frozen fish and seafood",CHN,0.46123559608456716,58872063417.20542,2548185298532.511,0.023103525262118726
"Fresh, chilled or frozen fish and seafood",COL,0.5513111240784084,1067560298.2447199,124398941565.95387,0.008581747439376085
"Fresh, chilled or frozen fish and seafood",EU,0.9826342017252108,41520066378.833916,5859159613535.026,0.007086351817915996
"Fresh, chilled or frozen fish and seafood",IDN,0.2768245184515213,17150299839.977505,347358927915.7229,0.04937342460977008
"Fresh, chilled or frozen fish and seafood",IND,0.2603487103297101,14342980434.356699,863763756060.2175,0.016605212170255467
"Fresh, chilled or frozen fish and seafood",ISR,1.204674793019597,494745534.25329155,80940492070.38477,0.006112460174112451
"Fresh, chilled or frozen fish and seafood",JPN,0.9567573353130276,35347663738.76978,2021638224400.7524,0.01748466333497796
"Fresh, chilled or frozen fish and seafood",KOR,0.7435579452900875,5951899862.112741,346737064565.3099,0.01716545610598162
"Fresh, chilled or frozen fish and seafood",MEX,0.6353626667269124,1782835961.459516,476386003517.584,0.0037424188542384607
"Fresh, chilled or frozen fish and seafood",MYSG,0.48909579821557936,4157227068.9326377,148201628667.646,0.02805115642997117
"Fresh, chilled or frozen fish and seafood",NZL,0.8014539948730972,280099555.57175577,54312692779.97695,0.005157165686968442
"Fresh, chilled or frozen fish and seafood",PER,0.4577348436496859,1229990922.624451,70766324607.54346,0.01738102027264728
"Fresh, chilled or frozen fish and seafood",PHL,0.32946431679489874,9339291108.66034,116862082387.78627,0.07991720597335879
"Fresh, chilled or frozen fish and seafood",RoW,0.6060009692989429,65261922350.21262,3953264466259.4966,0.016508362369179467
"Fresh, chilled or frozen fish and seafood",RUS,0.6340923362699797,8127273710.931276,793246609212.229,0.010245582668172323
"Fresh, chilled or frozen fish and seafood",THA,0.3317595917407148,5110449738.757778,188991157433.48123,0.027040681734310724
"Fresh, chilled or frozen fish and seafood",TUR,0.6365838592023233,2128491700.3261492,426950403300.6212,0.004985337134878992
"Fresh, chilled or frozen fish and seafood",USA,1,5274270345.27218,4714580039654.105,0.0011187147743617768
"Fresh, chilled or frozen fish and seafood",VNM,0.310323472779323,2535154705.5473714,59056391694.1914,0.042927693901026485
"Fresh, chilled or frozen fish and seafood",ZAF,0.597122024057637,656960801.8163357,165367298474.65317,0.003972737100237699
"Frozen, preserved or processed fruit and fruit-based products",AUS,2.1079234916202783,1262907404.266888,410366207611.79,0.0030775131598106864
"Frozen, preserved or processed fruit and fruit-based products",BRA,2.5020162171710254,1349209947.0378647,987101604734.631,0.001366839989486778
"Frozen, preserved or processed fruit and fruit-based products",CAN,1.6506758829339452,3435819556.5805316,504068428113.4744,0.006816176862017373
"Frozen, preserved or processed fruit and fruit-based products",CHL,1.2079654192772291,278273552.86948067,97256116028.83278,0.002861244765182511
"Frozen, preserved or processed fruit and fruit-based products",CHN,0.9381730637502588,10660456690.301748,2548185298532.511,0.004183548463465769
"Frozen, preserved or processed fruit and fruit-based products",COL,1.8326101425305288,56272818.55927565,124398941565.95387,4.5235769574004703e-4
"Frozen, preserved or processed fruit and fruit-based products",EU,1.3226865645151527,15561959330.641602,5859159613535.026,0.002656005358634112
"Frozen, preserved or processed fruit and fruit-based products",IDN,1.4105688539426944,3497765598.811158,347358927915.7229,0.010069600398063743
"Frozen, preserved or processed fruit and fruit-based products",IND,0.7223177077642278,1220310294.8969262,863763756060.2175,0.001412782472447075
"Frozen, preserved or processed fruit and fruit-based products",ISR,1.7924179964876656,502253915.230436,80940492070.38477,0.006205224386252591
"Frozen, preserved or processed fruit and fruit-based products",JPN,1.8037553701229967,383926222.01060057,2021638224400.7524,1.8990846996099056e-4
"Frozen, preserved or processed fruit and fruit-based products",KOR,1.5656024836458509,241598431.7492678,346737064565.3099,6.967770580054655e-4
"Frozen, preserved or processed fruit and fruit-based products",MEX,1.2492698115945524,70906441.92766818,476386003517.584,1.488424122541437e-4
"Frozen, preserved or processed fruit and fruit-based products",MYSG,0.9491177551583757,1253162903.9603179,148201628667.646,0.008455797113880819
"Frozen, preserved or processed fruit and fruit-based products",NZL,1.290989419539432,154424388.4090619,54312692779.97695,0.002843246771701078
"Frozen, preserved or processed fruit and fruit-based products",PER,1.8175463053437824,263287099.23386952,70766324607.54346,0.0037205139689535888
"Frozen, preserved or processed fruit and fruit-based products",PHL,0.9054736367415237,115419560.65548773,116862082387.78627,9.876562037675165e-4
"Frozen, preserved or processed fruit and fruit-based products",RoW,1.2706186596499642,13100146840.736328,3953264466259.4966,0.0033137542283204332
"Frozen, preserved or processed fruit and fruit-based products",RUS,1.095691209450811,2504833857.0155425,793246609212.229,0.0031576987886567658
"Frozen, preserved or processed fruit and fruit-based products",THA,0.8920601649533546,510782924.45970327,188991157433.48123,0.0027026816037119743
"Frozen, preserved or processed fruit and fruit-based products",TUR,1.54508413951828,5715147239.835618,426950403300.6212,0.01338597456672622
"Frozen, preserved or processed fruit and fruit-based products",USA,1,7292362305.46354,4714580039654.105,0.0015467681626206008
"Frozen, preserved or processed fruit and fruit-based products",VNM,0.915248983690045,177152664.97937077,59056391694.1914,0.0029997204349481946
"Frozen, preserved or processed fruit and fruit-based products",ZAF,2.6519275151027975,190681930.62279058,165367298474.65317,0.0011530812463022581
"Frozen, preserved or processed vegetables and vegetable-based products",AUS,1.2481583479557137,2163144712.830959,410366207611.79,0.005271254486132817
"Frozen, preserved or processed vegetables and vegetable-based products",BRA,1.3339624366903757,3891606891.9878154,987101604734.631,0.0039424582771639015
"Frozen, preserved or processed vegetables and vegetable-based products",CAN,1.2189058681396945,5877892140.53875,504068428113.4744,0.01166090120449983
"Frozen, preserved or processed vegetables and vegetable-based products",CHL,1.2684956104136618,554409919.6382518,97256116028.83278,0.005700514705665298
"Frozen, preserved or processed vegetables and vegetable-based products",CHN,0.7923986676191946,17894565796.475174,2548185298532.511,0.007022474310161265
"Frozen, preserved or processed vegetables and vegetable-based products",COL,1.0573105434417878,3246508.763035134,124398941565.95387,2.60975593696181e-5
"Frozen, preserved or processed vegetables and vegetable-based products",EU,1.122541480905353,37182456975.472374,5859159613535.026,0.006346039266378503
"Frozen, preserved or processed vegetables and vegetable-based products",IDN,0.6855032457508449,95042054.17444219,347358927915.7229,2.7361339103827936e-4
"Frozen, preserved or processed vegetables and vegetable-based products",IND,0.49971826720514795,8083524179.557273,863763756060.2175,0.009358489659751048
"Frozen, preserved or processed vegetables and vegetable-based products",ISR,1.4144940977528682,319404325.2471319,80940492070.38477,0.003946162385192595
"Frozen, preserved or processed vegetables and vegetable-based products",JPN,1.834844579368301,12535504404.375555,2021638224400.7524,0.006200666495654181
"Frozen, preserved or processed vegetables and vegetable-based products",KOR,1.3332757286154977,2459102660.125346,346737064565.3099,0.007092125161779929
"Frozen, preserved or processed vegetables and vegetable-based products",MEX,0.9554728970691122,363232393.9693963,476386003517.584,7.624749494891256e-4
"Frozen, preserved or processed vegetables and vegetable-based products",MYSG,0.7989100895293519,761201936.77436,148201628667.646,0.005136258917109583
"Frozen, preserved or processed vegetables and vegetable-based products",NZL,1.301192978871754,262028616.50261012,54312692779.97695,0.00482444532006725
"Frozen, preserved or processed vegetables and vegetable-based products",PER,1.0115343414448168,496629388.9110781,70766324607.54346,0.007017877382572714
"Frozen, preserved or processed vegetables and vegetable-based products",PHL,0.6112941158479703,95662901.1581244,116862082387.78627,8.185965815728312e-4
"Frozen, preserved or processed vegetables and vegetable-based products",RoW,0.9373812596110945,27648473540.548504,3953264466259.4966,0.006993833520758342
"Frozen, preserved or processed vegetables and vegetable-based products",RUS,0.8709750549152091,3979228057.5539827,793246609212.229,0.005016382057410548
"Frozen, preserved or processed vegetables and vegetable-based products",THA,0.646839734234167,528970478.6023354,188991157433.48123,0.002798916551365721
"Frozen, preserved or processed vegetables and vegetable-based products",TUR,1.1431275942487318,1890751284.9643915,426950403300.6212,0.004428503335159258
"Frozen, preserved or processed vegetables and vegetable-based products",USA,1,16774831778.8958,4714580039654.105,0.003558075509971938
"Frozen, preserved or processed vegetables and vegetable-based products",VNM,0.6340119758952839,366908249.4006675,59056391694.1914,0.006212845703486409
"Frozen, preserved or processed vegetables and vegetable-based products",ZAF,1.0529308745679284,402718227.6526145,165367298474.65317,0.002435295438501352
Fuels and lubricants for personal transport equipment,AUS,1.595977621447585,21273173367.91925,410366207611.79,0.05183948622797874
Fuels and lubricants for personal transport equipment,BRA,1.8479258299668142,57299876408.250084,987101604734.631,0.05804861032887733
Fuels and lubricants for personal transport equipment,CAN,1.398733650009348,39883279348.83454,504068428113.4744,0.07912274827070925
Fuels and lubricants for personal transport equipment,CHL,1.608596152039376,4631886974.2997675,97256116028.83278,0.04762566266708191
Fuels and lubricants for personal transport equipment,CHN,1.385248075246306,42006219972.77812,2548185298532.511,0.016484758779893017
Fuels and lubricants for personal transport equipment,COL,1.262114352135666,6243036351.316563,124398941565.95387,0.050185606667775606
Fuels and lubricants for personal transport equipment,EU,2.2221191916479204,370041590646.0713,5859159613535.026,0.06315608637649195
Fuels and lubricants for personal transport equipment,IDN,0.7958440672835214,10715664518.286823,347358927915.7229,0.03084896819144572
Fuels and lubricants for personal transport equipment,IND,1.2568775641333747,38818189763.11562,863763756060.2175,0.044940748544685875
Fuels and lubricants for personal transport equipment,ISR,2.29322879552151,8008675698.622717,80940492070.38477,0.09894523116635466
Fuels and lubricants for personal transport equipment,JPN,1.7014192594517272,86454646835.49062,2021638224400.7524,0.04276464789397085
Fuels and lubricants for personal transport equipment,KOR,1.6701113888520247,18475415817.074142,346737064565.3099,0.053283648346726414
Fuels and lubricants for personal transport equipment,MEX,1.0249252655715955,22382036817.91473,476386003517.584,0.04698298575660941
Fuels and lubricants for personal transport equipment,MYSG,1.3493073995222893,7872770532.215826,148201628667.646,0.05312202438659526
Fuels and lubricants for personal transport equipment,NZL,1.7366671775981595,3173092619.277687,54312692779.97695,0.05842267169724067
Fuels and lubricants for personal transport equipment,PER,1.3452090373678445,931674231.146291,70766324607.54346,0.013165502607535132
Fuels and lubricants for personal transport equipment,PHL,1.2509328532568431,1010132587.1284437,116862082387.78627,0.008643801021587964
Fuels and lubricants for personal transport equipment,RoW,1.0438017286858665,110740829804.13301,3953264466259.4966,0.02801250226219089
Fuels and lubricants for personal transport equipment,RUS,1.0222705591487997,20231290002.00305,793246609212.229,0.02550441409651242
Fuels and lubricants for personal transport equipment,THA,1.083121819348944,10549346380.36928,188991157433.48123,0.055819259078733925
Fuels and lubricants for personal transport equipment,TUR,2.5847404033558092,4018228707.771256,426950403300.6212,0.00941146483691683
Fuels and lubricants for personal transport equipment,USA,1,403663238118.606,4714580039654.105,0.08562018986281153
Fuels and lubricants for personal transport equipment,VNM,0.8644001881835127,1681249161.9839344,59056391694.1914,0.028468538523143412
Fuels and lubricants for personal transport equipment,ZAF,1.462361743646928,9704879822.37751,165367298474.65317,0.05868681360761925
Furniture and furnishings,AUS,1.1958856491408336,8854698213.42082,410366207611.79,0.021577552072215074
Furniture and furnishings,BRA,1.2022857996461107,23666469562.79533,987101604734.631,0.023975717848374628
Furniture and furnishings,CAN,1.1873914539962667,14408460234.767178,504068428113.4744,0.028584333854616235
Furniture and furnishings,CHL,0.6233789911328389,1665917022.5773563,97256116028.83278,0.017129174910536987
Furniture and furnishings,CHN,0.6691317496044827,29959447236.174976,2548185298532.511,0.011757169799789871
Furniture and furnishings,COL,1.2073179252623325,720294639.4534576,124398941565.95387,0.005790199099656901
Furniture and furnishings,EU,1.240195848540945,169518150264.99768,5859159613535.026,0.02893216117092972
Furniture and furnishings,IDN,0.7401145478191011,1944516809.1276379,347358927915.7229,0.005598004406552698
Furniture and furnishings,IND,0.6322628206667046,177292980.06641448,863763756060.2175,2.052563317487177e-4
Furniture and furnishings,ISR,1.3069737520590503,2285704024.6182647,80940492070.38477,0.028239314663798278
Furniture and furnishings,JPN,1.232029690914267,5013607828.88719,2021638224400.7524,0.0024799728103544875
Furniture and furnishings,KOR,1.049764747920833,3250100166.8502917,346737064565.3099,0.00937338548137278
Furniture and furnishings,MEX,1.0038538647285666,6070776202.780261,476386003517.584,0.01274339749269351
Furniture and furnishings,MYSG,0.7827109177106341,2610891729.250984,148201628667.646,0.017617159492262516
Furniture and furnishings,NZL,1.2381664726110124,1365177306.0418139,54312692779.97695,0.025135511354080816
Furniture and furnishings,PER,0.8223840624045314,803889477.9515631,70766324607.54346,0.011359774333481086
Furniture and furnishings,PHL,0.587585932993889,339088411.0474196,116862082387.78627,0.002901611918245769
Furniture and furnishings,RoW,0.7065238318990192,64158802414.299416,3953264466259.4966,0.016229322111355037
Furniture and furnishings,RUS,0.6522489687935351,16947219320.416563,793246609212.229,0.021364376630927925
Furniture and furnishings,THA,0.5694864558007968,753484958.2267945,188991157433.48123,0.003986879431076011
Furniture and furnishings,TUR,0.7815105064765702,8586310434.360221,426950403300.6212,0.020110791248777647
Furniture and furnishings,USA,1,113088327473.869,4714580039654.105,0.02398693553247342
Furniture and furnishings,VNM,0.4181308171997786,907638562.1472714,59056391694.1914,0.01536901487051983
Furniture and furnishings,ZAF,0.7962995412678601,2022950459.4369469,165367298474.65317,0.012233074362928028
Garments,AUS,1.5038422134287741,19089186949.644493,410366207611.79,0.046517443677289896
Garments,BRA,2.1789595207795482,49498131162.88404,987101604734.631,0.05014492016370589
Garments,CAN,1.1778503751624656,29079518974.936207,504068428113.4744,0.057689625759282645
Garments,CHL,0.9997693793351348,5365062717.79758,97256116028.83278,0.055164270761203754
Garments,CHN,0.7261436813266364,169649593186.58325,2548185298532.511,0.06657663133222051
Garments,COL,1.0222694796927816,9139463252.737741,124398941565.95387,0.07346897921870323
Garments,EU,1.119020831104615,387800178044.50525,5859159613535.026,0.06618699670660319
Garments,IDN,0.5880306825105983,12234769825.132172,347358927915.7229,0.03522226965215819
Garments,IND,0.29315959698533245,37985563615.17195,863763756060.2175,0.04397679729979753
Garments,ISR,1.1740285446207432,3202056979.233175,80940492070.38477,0.03956063148774422
Garments,JPN,1.295904715757189,78620614419.78773,2021638224400.7524,0.03888955673218546
Garments,KOR,1.4024992905932472,23159524242.64597,346737064565.3099,0.06679275626815415
Garments,MEX,0.7077061193069211,13892111596.757708,476386003517.584,0.02916146044212009
Garments,MYSG,0.6645987540337489,3646894073.1139493,148201628667.646,0.024607651791009672
Garments,NZL,0.9221291058438282,2355793329.5595136,54312692779.97695,0.0433746369214823
Garments,PER,0.9199740219651212,4628991322.0289755,70766324607.54346,0.065412346164655
Garments,PHL,0.5825907934809189,1570223727.9607835,116862082387.78627,0.01343655440564778
Garments,RoW,0.7791900159117667,220947713665.1429,3953264466259.4966,0.05588993995997425
Garments,RUS,0.8009760761439347,58975186751.87823,793246609212.229,0.07434659797719945
Garments,THA,0.39437748978726633,6839217866.255517,188991157433.48123,0.03618803101231178
Garments,TUR,0.7421745576195913,24509807429.071823,426950403300.6212,0.05740668527209273
Garments,USA,1,283021226580.554,4714580039654.105,0.06003105774004813
Garments,VNM,0.3187027096779649,1743850471.2185812,59056391694.1914,0.02952856449897363
Garments,ZAF,0.8143917611259867,7755148999.553994,165367298474.65317,0.04689650898991177
Gas,AUS,2.537438643599539,5262334121.481563,410366207611.79,0.012823507452299232
Gas,BRA,1.423652917519021,11744164208.908237,987101604734.631,0.011897624472067896
Gas,CAN,1.6803989920287086,6753352099.978939,504068428113.4744,0.013397689129735862
Gas,CHL,2.726291863151314,1602716316.0241134,97256116028.83278,0.016479337048057402
Gas,CHN,1.5940058623336228,22604649213.19717,2548185298532.511,0.00887088126056417
Gas,COL,0.5580327583031304,1965761056.0177734,124398941565.95387,0.01580207219830376
Gas,EU,2.3251681164979585,125691497326.81499,5859159613535.026,0.0214521374424516
Gas,IDN,1.2980396898328745,2084322211.3692603,347358927915.7229,0.0060004855032111445
Gas,IND,1.1340717038564165,6485297532.412578,863763756060.2175,0.007508184369755442
Gas,ISR,1.27855591608922,715207384.8630431,80940492070.38477,0.008836212463856883
Gas,JPN,3.889306562779293,38111381207.16228,2021638224400.7524,0.01885173160418409
Gas,KOR,1.505875383897599,8602544180.452454,346737064565.3099,0.024809993103094164
Gas,MEX,0.9954728797817007,595231379.7461224,476386003517.584,0.0012494728546829602
Gas,MYSG,1.7458073849210338,1427068330.3168364,148201628667.646,0.0096292351382801
Gas,NZL,2.587229607455678,308027370.4967982,54312692779.97695,0.005671369890361178
Gas,PER,1.151437054836001,987043317.2361208,70766324607.54346,0.013947923997891297
Gas,PHL,1.965214183900629,1084825251.0882535,116862082387.78627,0.00928295328067535
Gas,RoW,1.0208134630584702,33410330327.637177,3953264466259.4966,0.00845132690028436
Gas,RUS,0.3943651496182501,5494775451.243859,793246609212.229,0.006926944770303784
