ccode,Name,expReal,pppReal,alphaHat,gdpUSDT,expShareT,priceIndex
AUS,"Lamb, mutton and goat",1211139037.7118878,0.7598276067638113,0.04078923095059122,396789422330.2273,0.0030523470877807813,1.4772030235547269
AUS,Major durables for outdoor and indoor recreation,3652294837.1252947,1.3543560643995178,0.3788943082548497,396789422330.2273,0.009204617440849213,1.4772030235547269
AUS,Major household appliances whether electric or not,7697987074.868034,1.285119472042966,1.3122528200716637,396789422330.2273,0.01940068621199634,1.4772030235547269
AUS,Major tools and equipment,2393440640.4802966,1.0529676479315353,0.16946975140330287,396789422330.2273,0.006032017250924496,1.4772030235547269
AUS,"Mineral waters, soft drinks, fruit and vegetable juices",9413327661.540699,1.7078164798568485,1.0762560909331402,396789422330.2273,0.023723736399672655,1.4772030235547269
AUS,Motor cars,21555390165.452835,1.4020965196077515,13.261156118472222,396789422330.2273,0.054324508044756796,1.4772030235547269
AUS,Motor cycles,271648181.69312906,1.3618249069616686,0.22882489557645364,396789422330.2273,6.846154821815042e-4,1.4772030235547269
AUS,"Motor vehicles, trailers and semi-trailers",21485210641.21694,1.4916378952967053,12.92712143332257,396789422330.2273,0.05414763960954562,1.4772030235547269
AUS,"Newspapers, books and stationery",10071118996.83699,1.5094428830344324,0.565628170143681,396789422330.2273,0.02538152085227544,1.4772030235547269
AUS,Non-durable household goods,3268155809.7686653,1.765724091415825,1.1114289103304125,396789422330.2273,0.008236499326458225,1.4772030235547269
AUS,Other bakery products,5261935353.037227,1.5351696051201025,0.7246513433287575,396789422330.2273,0.013261279300580726,1.4772030235547269
AUS,"Other cereals, flour and other products",2195334366.295712,1.985787936261167,0.8337311969408504,396789422330.2273,0.005532744178015534,1.4772030235547269
AUS,Other edible oils and fats,1133075801.959074,2.2370472790615836,1.1299053477657126,396789422330.2273,0.0028556098983305903,1.4772030235547269
AUS,Other fuels,220467933.5011599,1.6617321153169948,0.5973821190731013,396789422330.2273,5.556295634253976e-4,1.4772030235547269
AUS,Other manufactured goods nec,13393797496.419771,1.3628779431470825,0.9424062405400313,396789422330.2273,0.03375542981403574,1.4772030235547269
AUS,Other meats and meat preparations,5025971491.9394245,1.6964342813084563,2.131796953595244,396789422330.2273,0.012666596459208453,1.4772030235547269
AUS,Other medical products,162959444.0126145,1.769566067407575,0.034294805543115134,396789422330.2273,4.1069503076871785e-4,1.4772030235547269
AUS,Other personal effects,1386675562.9694996,1.2301128827944128,0.8051725544993287,396789422330.2273,0.0034947392368122185,1.4772030235547269
AUS,Other recreational items and equipment,5698413665.180104,1.4259161913630845,4.014040222753941,396789422330.2273,0.014361304370754141,1.4772030235547269
AUS,Other road transport,1558303515.1277251,1.4916378952967053,0.24106912811975026,396789422330.2273,0.0039272808886292076,1.4772030235547269
AUS,Other transport equipment,4972499225.548205,1.2237477862693265,1.8119803894973596,396789422330.2273,0.012531834130925627,1.4772030235547269
AUS,Pasta products,634136173.2555053,1.637346121277965,0.5471534950546775,396789422330.2273,0.0015981680396907018,1.4772030235547269
AUS,Pharmaceutical products,21406342340.78795,1.065578221763533,0.425098060322362,396789422330.2273,0.0539488734731758,1.4772030235547269
AUS,Pork,698832335.0510591,2.558058450102211,0.9814575568335917,396789422330.2273,0.0017612171487511508,1.4772030235547269
AUS,Poultry,2141212054.013851,1.733302173816102,2.022349276427299,396789422330.2273,0.00539634358557026,1.4772030235547269
AUS,Preserved milk and other milk products,2861660193.0159683,1.77408267923535,1.30343088277856,396789422330.2273,0.007212037498908821,1.4772030235547269
AUS,Preserved or processed fish and seafood,1771503929.0098848,1.3661949932739257,0.29523861115898603,396789422330.2273,0.00446459464218165,1.4772030235547269
AUS,Recording media,1165271173.083841,1.393768548329116,0.3315337012668393,396789422330.2273,0.0029367495893427476,1.4772030235547269
AUS,Rice,398078714.51403195,1.222538027144347,0.12010677456146551,396789422330.2273,0.0010032493108718297,1.4772030235547269
AUS,Shoes and other footwear,5548658649.393952,1.639986021613161,0.8616574202960965,396789422330.2273,0.013983887515973374,1.4772030235547269
AUS,Small electric household appliances,1029859312.2431675,1.1326591045922019,0.4088463911749408,396789422330.2273,0.002595480762050327,1.4772030235547269
AUS,Small tools and miscellaneous accessories,1059453130.2230306,1.4396553597985893,0.085583571790972,396789422330.2273,0.0026700639447522936,1.4772030235547269
AUS,Special purpose machinery,24195805208.61157,1.5601317527115524,8.919261489449179,396789422330.2273,0.06097895721744984,1.4772030235547269
AUS,Spirits,2473135376.6567674,2.3335277250736333,1.6272841320430749,396789422330.2273,0.006232866194196338,1.4772030235547269
AUS,Sugar,399151702.9628567,1.290939397505258,0.10938789020753689,396789422330.2273,0.0010059534869119153,1.4772030235547269
AUS,Telephone and telefax equipment,1711156678.8326526,1.1455842324140582,0.4764888195523356,396789422330.2273,0.004312505784008893,1.4772030235547269
AUS,Therapeutic appliances and equipment,1834350995.417855,1.808539451494126,0.19563408636519727,396789422330.2273,0.004622983608396747,1.4772030235547269
AUS,Tobacco,14461809273.31863,2.0572476310797936,0.3316271516942306,396789422330.2273,0.036447063503832054,1.4772030235547269
AUS,Wine,5052852664.884487,0.994594904661693,0.9466850769484151,396789422330.2273,0.012734343156656176,1.4772030235547269
BRA,Animal drawn vehicles,3586734.462661581,0.5546842779658436,2.33004350415241e-9,949279489825.8646,3.7783756007617208e-6,1.1135188062682133
BRA,"Appliances, articles and products for personal care",23148784222.017845,1.1700180526964767,1.5377246282328731,949279489825.8646,0.024385636127316146,1.1135188062682133
BRA,"Audio-visual, photographic and information processing equipment",14906468426.821531,1.2584602599502313,1.9049221375906482,949279489825.8646,0.015702928996765713,1.1135188062682133
BRA,Beef and veal,31334310054.888683,0.8943295352993001,2.426161588945942,949279489825.8646,0.03300851897752119,1.1135188062682133
BRA,Beer,11109312209.017138,0.8586590782181633,0.3608248329102724,949279489825.8646,0.011702888694092637,1.1135188062682133
BRA,Bicycles,1150146184.360147,0.5546842779658436,0.021183184953101657,949279489825.8646,0.0012115991093109252,1.1135188062682133
BRA,Bread,15377526219.584417,1.0586057523672379,0.405119729571031,949279489825.8646,0.016199155658999084,1.1135188062682133
BRA,Butter and margarine,3100731942.970937,0.8663665611865131,0.14612516837416437,949279489825.8646,0.0032664057068585075,1.1135188062682133
BRA,Carpets and other floor coverings,1938629977.0685844,1.1194710151495328,0.1222058486447957,949279489825.8646,0.00204221201221171,1.1135188062682133
BRA,Cheese,7643331139.931829,1.5288309463689032,1,949279489825.8646,0.008051718405223228,1.1135188062682133
BRA,"Clothing materials, other articles of clothing and clothing accessories",3597494666.049566,1.792414210289132,0.21938674359765425,949279489825.8646,0.003789710727564006,1.1135188062682133
BRA,"Coffee, tea and cocoa",6870987652.305368,0.836374227120889,0.6591141500805956,949279489825.8646,0.007238108192525869,1.1135188062682133
BRA,"Confectionery, chocolate and ice cream",11745957576.139568,1.1067792739233222,0.7019308802532408,949279489825.8646,0.012373550363227842,1.1135188062682133
BRA,Eggs and egg-based products,3477339061.5504026,1.2815173870088243,0.743969337767556,949279489825.8646,0.003663135144938488,1.1135188062682133
BRA,Electrical and optical equipment,53237301840.20873,1.6984514714875325,12.308932284116219,949279489825.8646,0.05608179931283942,1.1135188062682133
BRA,"Fabricated metal products, except machinery and equipment",16168401168.601297,1.1271307512195592,1.0706726602920325,949279489825.8646,0.017032287478967043,1.1135188062682133
BRA,Food products nec,6600786989.4515295,1.0540516030549065,1.3352070801611835,949279489825.8646,0.006953470563935154,1.1135188062682133
BRA,Fresh milk,4270007377.798612,0.9308602618499572,0.795751332193937,949279489825.8646,0.004498156152706829,1.1135188062682133
BRA,Fresh or chilled fruit,9709290190.4249,0.780257611514997,1.1443680266303107,949279489825.8646,0.010228062751261978,1.1135188062682133
BRA,Fresh or chilled potatoes,1696525400.8389277,1.0599602492982576,0.17533393267828173,949279489825.8646,0.0017871716591602938,1.1135188062682133
BRA,Fresh or chilled vegetables other than potatoes,19511835476.879,0.7636764093982042,0.6490140210494739,949279489825.8646,0.020554363268143763,1.1135188062682133
BRA,"Fresh, chilled or frozen fish and seafood",4055401099.1160274,0.6285316218591486,0.12347245283421994,949279489825.8646,0.0042720833459279186,1.1135188062682133
BRA,"Frozen, preserved or processed fruit and fruit-based products",1349209947.0378647,2.5020162171710254,0.4599793677263524,949279489825.8646,0.0014212989551532005,1.1135188062682133
BRA,"Frozen, preserved or processed vegetables and vegetable-based products",3891606891.9878154,1.333962436690376,0.5009153103078072,949279489825.8646,0.004099537526826467,1.1135188062682133
BRA,Fuels and lubricants for personal transport equipment,57299876408.250084,1.8479258299668142,31.041710407896698,949279489825.8646,0.06036143940996887,1.1135188062682133
BRA,Furniture and furnishings,23666469562.79533,1.2022857996461107,1.0923455502615627,949279489825.8646,0.02493098167235942,1.1135188062682133
BRA,Garments,49498131162.88404,2.1789595207795482,4.074182307141217,949279489825.8646,0.052142842749045334,1.1135188062682133
BRA,Gas,11744164208.908237,1.423652917519021,9.382731841257364,949279489825.8646,0.012371661175427462,1.1135188062682133
BRA,General purpose machinery,42065221778.095024,1.3367136581977959,2.3969197664053654,949279489825.8646,0.044312789045733464,1.1135188062682133
BRA,"Glassware, tableware and household utensils",3916714033.2264466,1.114411289943845,0.4392247633327049,949279489825.8646,0.004125986156031799,1.1135188062682133
BRA,Household textiles,5950392473.555563,1.261030869893107,0.7749223061161968,949279489825.8646,0.006268325121663695,1.1135188062682133
BRA,"Jams, marmalades and honey",1471756707.8454688,2.78176226371967,0.22815894121834412,949279489825.8646,0.0015503934548458927,1.1135188062682133
BRA,"Jewellery, clocks and watches",3903562673.5300207,1.7443131172057889,0.34406861468135574,949279489825.8646,0.004112132112162339,1.1135188062682133
BRA,"Lamb, mutton and goat",343728719.3384015,0.7145892463488466,0.04078923095059122,949279489825.8646,3.6209432840633157e-4,1.1135188062682133
BRA,Major durables for outdoor and indoor recreation,988145344.4632655,1.2478823757377837,0.3788943082548497,949279489825.8646,0.0010409424780098541,1.1135188062682133
BRA,Major household appliances whether electric or not,16552181756.106087,1.5808052794350775,1.3122528200716637,949279489825.8646,0.017436573668248547,1.1135188062682133
BRA,Major tools and equipment,3705096699.9294133,1.5798929743615098,0.16946975140330287,949279489825.8646,0.0039030619955868575,1.1135188062682133
BRA,"Mineral waters, soft drinks, fruit and vegetable juices",14845493940.956284,1.2742979208743221,1.0762560909331402,949279489825.8646,0.01563869661155276,1.1135188062682133
BRA,Motor cars,65074721145.14617,1.9612455262336534,13.261156118472222,949279489825.8646,0.06855169825388668,1.1135188062682133
BRA,Motor cycles,7087985087.296394,1.665893609908894,0.22882489557645364,949279489825.8646,0.007466699916371953,1.1135188062682133
BRA,"Motor vehicles, trailers and semi-trailers",60496254603.55866,2.315228452628522,12.92712143332257,949279489825.8646,0.06372860179951435,1.1135188062682133
BRA,"Newspapers, books and stationery",20539434900.431545,1.1004068954150117,0.565628170143681,949279489825.8646,0.021636867877761996,1.1135188062682133
BRA,Non-durable household goods,16329206430.343958,0.8218196225169195,1.1114289103304125,949279489825.8646,0.017201684651734526,1.1135188062682133
BRA,Other bakery products,6812404322.748563,0.7373473647991254,0.7246513433287575,949279489825.8646,0.007176394724380095,1.1135188062682133
BRA,"Other cereals, flour and other products",10390769738.3306,1.5514535689089513,0.8337311969408504,949279489825.8646,0.010945954115406706,1.1135188062682133
BRA,Other edible oils and fats,9448654152.804825,1.4223878624010833,1.1299053477657126,949279489825.8646,0.00995350079093996,1.1135188062682133
BRA,Other fuels,219388591.2994667,1.3612637563033974,0.5973821190731013,949279489825.8646,2.3111064091325858e-4,1.1135188062682133
BRA,Other manufactured goods nec,36382638811.084854,1.744723519300671,0.9424062405400313,949279489825.8646,0.038326582635593305,1.1135188062682133
BRA,Other meats and meat preparations,663545875.5923924,0.8503357398659566,2.131796953595244,949279489825.8646,6.989994861409183e-4,1.1135188062682133
BRA,Other medical products,303079062.0949036,1.0513261993843355,0.034294805543115134,949279489825.8646,3.192727382643654e-4,1.1135188062682133
BRA,Other personal effects,872174263.5038744,1.8092910684236372,0.8051725544993287,949279489825.8646,9.187750002518918e-4,1.1135188062682133
BRA,Other recreational items and equipment,5827247923.670849,2.1856112097434224,4.014040222753941,949279489825.8646,0.006138600892704209,1.1135188062682133
BRA,Other road transport,610940436.8066893,2.0490320325332205,0.24106912811975026,949279489825.8646,6.435833106630798e-4,1.1135188062682133
BRA,Other transport equipment,8056403392.215021,1.6806091963944911,1.8119803894973596,949279489825.8646,0.008486861328577618,1.1135188062682133
BRA,Pasta products,4131918100.986141,1.1276936749563737,0.5471534950546775,949279489825.8646,0.0043526886920775025,1.1135188062682133
BRA,Pharmaceutical products,44792933336.94916,1.386303570266886,0.425098060322362,949279489825.8646,0.047186243690112754,1.1135188062682133
BRA,Pork,9577776593.460642,0.9186652396890395,0.9814575568335917,949279489825.8646,0.010089522312567382,1.1135188062682133
BRA,Poultry,10955680416.199799,0.9069434362724991,2.022349276427299,949279489825.8646,0.011541048272526675,1.1135188062682133
BRA,Preserved milk and other milk products,20655405981.390934,1.403344843907595,1.30343088277856,949279489825.8646,0.021759035355519957,1.1135188062682133
BRA,Preserved or processed fish and seafood,1017437009.2416685,1.2910542077911615,0.29523861115898603,949279489825.8646,0.0010717992120827414,1.1135188062682133
BRA,Recording media,790277159.9397683,1.1599856607950652,0.3315337012668393,949279489825.8646,8.325020907011658e-4,1.1135188062682133
BRA,Rice,12882354611.72618,0.4851597697634816,0.12010677456146551,949279489825.8646,0.013570665699402514,1.1135188062682133
BRA,Shoes and other footwear,16945526968.844639,1.5976932598948888,0.8616574202960965,949279489825.8646,0.01785093552579875,1.1135188062682133
BRA,Small electric household appliances,5815889931.205753,1.5912037508820827,0.4088463911749408,949279489825.8646,0.00612663603663513,1.1135188062682133
BRA,Small tools and miscellaneous accessories,2795859513.6447024,1.01815417089718,0.085583571790972,949279489825.8646,0.0029452437807937614,1.1135188062682133
BRA,Special purpose machinery,32926820156.310425,1.504112724426192,8.919261489449179,949279489825.8646,0.03468611774425939,1.1135188062682133
BRA,Spirits,977982930.1523911,0.8684856645394605,1.6272841320430749,949279489825.8646,0.0010302370804743625,1.1135188062682133
BRA,Sugar,10552770578.227482,0.788867632010654,0.10938789020753689,949279489825.8646,0.011116610746707776,1.1135188062682133
BRA,Telephone and telefax equipment,5534331275.88682,1.2584602599502313,0.4764888195523356,949279489825.8646,0.005830033551975335,1.1135188062682133
BRA,Therapeutic appliances and equipment,9554462819.45334,0.7941843251409061,0.19563408636519727,949279489825.8646,0.010064962871162429,1.1135188062682133
BRA,Tobacco,16778743816.330875,0.41241632305073084,0.3316271516942306,949279489825.8646,0.01767524106036333,1.1135188062682133
BRA,Wine,1632561969.5881295,1.635875400035885,0.9466850769484151,949279489825.8646,0.0017197906276133765,1.1135188062682133
CAN,Animal drawn vehicles,0,1.3390520236089418,2.33004350415241e-9,486221127310.8694,0,1.2657349380039764
CAN,"Appliances, articles and products for personal care",13988832634.744337,1.3903702994518412,1.5377246282328731,486221127310.8694,0.028770515818825095,1.2657349380039764
CAN,"Audio-visual, photographic and information processing equipment",12053292699.394865,1.1179237674110563,1.9049221375906482,486221127310.8694,0.02478973459268975,1.2657349380039764
CAN,Beef and veal,3001013598.3623147,1.5141948438510768,2.426161588945942,486221127310.8694,0.0061721168205091026,1.2657349380039764
CAN,Beer,8898808806.846434,1.5088352618360412,0.3608248329102724,486221127310.8694,0.018301978887801204,1.2657349380039764
CAN,Bicycles,965735536.6141253,1.060607979292281,0.021183184953101657,486221127310.8694,0.0019862064446999534,1.2657349380039764
CAN,Bread,4710202770.053419,1.600125280352288,0.405119729571031,486221127310.8694,0.00968736754839103,1.2657349380039764
CAN,Butter and margarine,939442015.907446,1.4958799989954128,0.14612516837416437,486221127310.8694,0.0019321291551093094,1.2657349380039764
CAN,Carpets and other floor coverings,633850644.5365168,1.1170931791745584,0.1222058486447957,486221127310.8694,0.0013036262904537656,1.2657349380039764
CAN,Cheese,5827363309.071752,1.7903506768501745,1,486221127310.8694,0.011985006372102749,1.2657349380039764
CAN,"Clothing materials, other articles of clothing and clothing accessories",3707436146.067359,1.1280037888489496,0.21938674359765425,486221127310.8694,0.007625000103496079,1.2657349380039764
CAN,"Coffee, tea and cocoa",1795755951.565206,1.5299083327887348,0.6591141500805956,486221127310.8694,0.0036932906669377924,1.2657349380039764
CAN,"Confectionery, chocolate and ice cream",6542655713.51712,1.6309609695395801,0.7019308802532408,486221127310.8694,0.013456132088916863,1.2657349380039764
CAN,Eggs and egg-based products,628457678.0664295,1.69482529337952,0.743969337767556,486221127310.8694,0.0012925346982395113,1.2657349380039764
CAN,Electrical and optical equipment,25593625667.108963,1.170928954756213,12.308932284116219,486221127310.8694,0.05263783128606313,1.2657349380039764
CAN,"Fabricated metal products, except machinery and equipment",782254421.5390928,1.425018624941826,1.0706726602920325,486221127310.8694,0.0016088449834861908,1.2657349380039764
CAN,Food products nec,6442658361.545014,1.4628463921462087,1.3352070801611835,486221127310.8694,0.01325046979586687,1.2657349380039764
CAN,Fresh milk,3929655243.5940657,1.746141776381033,0.795751332193937,486221127310.8694,0.008082033097425667,1.2657349380039764
CAN,Fresh or chilled fruit,4713357373.491917,1.3080526452824215,1.1443680266303107,486221127310.8694,0.009693855549963368,1.2657349380039764
CAN,Fresh or chilled potatoes,890422040.087028,1.3557808878477275,0.17533393267828173,486221127310.8694,0.0018313108790884143,1.2657349380039764
CAN,Fresh or chilled vegetables other than potatoes,3530444757.25759,1.3596094363919067,0.6490140210494739,486221127310.8694,0.007260985915571644,1.2657349380039764
CAN,"Fresh, chilled or frozen fish and seafood",800382673.8302488,0.9942408668103162,0.12347245283421994,486221127310.8694,0.001646128950127907,1.2657349380039764
CAN,"Frozen, preserved or processed fruit and fruit-based products",3435819556.5805316,1.6506758829339454,0.4599793677263524,486221127310.8694,0.0070663724046359936,1.2657349380039764
CAN,"Frozen, preserved or processed vegetables and vegetable-based products",5877892140.53875,1.2189058681396945,0.5009153103078072,486221127310.8694,0.012088927877419593,1.2657349380039764
CAN,Fuels and lubricants for personal transport equipment,39883279348.83454,1.398733650009348,31.041710407896698,486221127310.8694,0.0820270389512195,1.2657349380039764
CAN,Furniture and furnishings,14408460234.767178,1.1873914539962667,1.0923455502615627,486221127310.8694,0.02963355441680553,1.2657349380039764
CAN,Garments,29079518974.936207,1.1778503751624656,4.074182307141217,486221127310.8694,0.0598071892428154,1.2657349380039764
CAN,Gas,6753352099.978939,1.6803989920287086,9.382731841257364,486221127310.8694,0.013889466583506005,1.2657349380039764
CAN,General purpose machinery,6598145990.373217,1.0764009638505212,2.3969197664053654,486221127310.8694,0.013570257686796565,1.2657349380039764
CAN,"Glassware, tableware and household utensils",5880563620.543469,1.2244607984278713,0.4392247633327049,486221127310.8694,0.012094422249948188,1.2657349380039764
CAN,Household textiles,3026686379.709175,1.5171100345380588,0.7749223061161968,486221127310.8694,0.00622491744949215,1.2657349380039764
CAN,"Jams, marmalades and honey",2150651130.2212257,1.7009168146227152,0.22815894121834412,486221127310.8694,0.004423195557370731,1.2657349380039764
CAN,"Jewellery, clocks and watches",3879329685.5461726,0.9379914207335808,0.34406861468135574,486221127310.8694,0.00797852965995427,1.2657349380039764
CAN,"Lamb, mutton and goat",148595637.04592174,1.325484819666185,0.04078923095059122,486221127310.8694,3.0561328724598166e-4,1.2657349380039764
CAN,Major durables for outdoor and indoor recreation,4925543692.558251,1.1335761526357537,0.3788943082548497,486221127310.8694,0.01013025435525566,1.2657349380039764
CAN,Major household appliances whether electric or not,5363316094.282635,1.285636076599399,1.3122528200716637,486221127310.8694,0.011030610956676005,1.2657349380039764
CAN,Major tools and equipment,2794009847.5135694,1.8782081622361804,0.16946975140330287,486221127310.8694,0.0057463768861018595,1.2657349380039764
CAN,"Mineral waters, soft drinks, fruit and vegetable juices",8416152518.204816,1.4434199075060306,1.0762560909331402,486221127310.8694,0.017309310610897993,1.2657349380039764
CAN,Motor cars,51996938444.3024,1.168047672041088,13.261156118472222,486221127310.8694,0.10694092774594251,1.2657349380039764
CAN,Motor cycles,2253382918.766294,1.2641253378370962,0.22882489557645364,486221127310.8694,0.004634481704299895,1.2657349380039764
CAN,"Motor vehicles, trailers and semi-trailers",14536136816.33016,1.118420820020929,12.92712143332257,486221127310.8694,0.02989614395558004,1.2657349380039764
CAN,"Newspapers, books and stationery",7084164114.110623,1.2261478751889734,0.565628170143681,486221127310.8694,0.014569840173936551,1.2657349380039764
CAN,Non-durable household goods,6949757006.0968275,1.6229412715127973,1.1114289103304125,486221127310.8694,0.014293408113575132,1.2657349380039764
CAN,Other bakery products,3482879194.9201894,1.5929674231004891,0.7246513433287575,486221127310.8694,0.007163158898879732,1.2657349380039764
CAN,"Other cereals, flour and other products",2719159888.0731072,1.6710887739182396,0.8337311969408504,486221127310.8694,0.005592434666736706,1.2657349380039764
CAN,Other edible oils and fats,1212319986.2059703,1.8932194495310706,1.1299053477657126,486221127310.8694,0.0024933511073673763,1.2657349380039764
CAN,Other fuels,3463147018.792893,1.0884825813222931,0.5973821190731013,486221127310.8694,0.007122576178345911,1.2657349380039764
CAN,Other manufactured goods nec,4938788173.38719,1.0712456246107298,0.9424062405400313,486221127310.8694,0.010157493979543871,1.2657349380039764
CAN,Other meats and meat preparations,4616153145.776019,1.7204777053476443,2.131796953595244,486221127310.8694,0.009493937812423862,1.2657349380039764
CAN,Other medical products,785685008.5452815,1.1868922308605188,0.034294805543115134,486221127310.8694,0.0016159005942227341,1.2657349380039764
CAN,Other personal effects,2836983396.10564,1.1564041806882048,0.8051725544993287,486221127310.8694,0.005834759611940498,1.2657349380039764
CAN,Other recreational items and equipment,10122208036.084064,1.2972537306966532,4.014040222753941,486221127310.8694,0.020818116423831065,1.2657349380039764
CAN,Other road transport,76205798.50454406,1.118420820020929,0.24106912811975026,486221127310.8694,1.5673074291529352e-4,1.2657349380039764
CAN,Other transport equipment,3099035805.8514585,1.063012112065453,1.8119803894973596,486221127310.8694,0.006373716878555269,1.2657349380039764
CAN,Pasta products,1767562290.2305942,1.819851564411898,0.5471534950546775,486221127310.8694,0.003635305401076266,1.2657349380039764
CAN,Pharmaceutical products,29697619973.40841,1.8347269816093987,0.425098060322362,486221127310.8694,0.061078423592278414,1.2657349380039764
CAN,Pork,2382215995.135504,1.5770715389922902,0.9814575568335917,486221127310.8694,0.0048994497797962095,1.2657349380039764
CAN,Poultry,4445285523.824589,2.260296894099477,2.022349276427299,486221127310.8694,0.009142518237350183,1.2657349380039764
CAN,Preserved milk and other milk products,2744462035.6875935,1.7289886230062423,1.30343088277856,486221127310.8694,0.005644473021701707,1.2657349380039764
CAN,Preserved or processed fish and seafood,2503760485.4810104,1.336859615437687,0.29523861115898603,486221127310.8694,0.005149427585198722,1.2657349380039764
CAN,Recording media,2984944738.542673,1.3994937056067167,0.3315337012668393,486221127310.8694,0.00613906835980458,1.2657349380039764
CAN,Rice,89888543.63103984,1.463298725159707,0.12010677456146551,486221127310.8694,1.8487173547596355e-4,1.2657349380039764
CAN,Shoes and other footwear,5696304612.993428,1.4412348788600156,0.8616574202960965,486221127310.8694,0.011715460914867753,1.2657349380039764
CAN,Small electric household appliances,1193305715.2277694,1.3700857852834927,0.4088463911749408,486221127310.8694,0.002454244886123222,1.2657349380039764
